,Date,target,Volume,Volume_in_past1,Volume_in_past2,price_in_past1,price_in_past2,delta_target,delta_price_in_past,delta_volume_in_past,sp500,sp500_in_past1,sp500_in_past2,delta_sp500_in_past
81,2020-08-07,11.276117249528186,342516000,244316000.0,249924000.0,11.313246673361853,11.207838217205914,-0.0032819423906924865,0.009404887375526071,-0.022438821401706117,311.24048900203246,309.55943883723586,309.5501341792031,3.0058646420661295e-05
82,2020-08-10,11.297799346575667,427796000,342516000.0,244316000.0,11.276117249528186,11.313246673361853,0.0019228335931314108,-0.0032819423906924865,0.4019384731249693,312.9027755680474,311.24048900203246,309.55943883723586,0.005430460047062193
83,2020-08-11,11.038134994023002,354512000,427796000.0,342516000.0,11.297799346575667,11.276117249528186,-0.02298362226015005,0.0019228335931314108,0.24898106949748333,314.57436894345125,312.9027755680474,311.24048900203246,0.0053408429325661165
84,2020-08-12,10.955403185697175,464412000,354512000.0,427796000.0,11.038134994023002,11.297799346575667,-0.007495089376115144,-0.02298362226015005,-0.17130594956474582,313.25759426724863,314.57436894345125,312.9027755680474,0.005342213319678065
85,2020-08-13,11.508865011413713,374460000,464412000.0,354512000.0,10.955403185697175,11.038134994023002,0.05051953053075302,-0.007495089376115144,0.3100036105971025,314.3502113628248,313.25759426724863,314.57436894345125,-0.004185893086665684
86,2020-08-14,11.492920544472879,366436000,374460000.0,464412000.0,11.508865011413713,10.955403185697175,-0.0013854074163717354,0.05051953053075302,-0.19369008552750575,314.16344488120717,314.3502113628248,313.25759426724863,0.003487918938188625
87,2020-08-17,11.813133403388793,621300000,366436000.0,374460000.0,11.492920544472879,11.508865011413713,0.02786174825422502,-0.0013854074163717354,-0.021428189926827965,315.59234604275736,314.16344488120717,314.3502113628248,-0.0005941350597726919
88,2020-08-18,12.409960562280004,503448000,621300000.0,366436000.0,11.813133403388793,11.492920544472879,0.05052234140689556,0.02786174825422502,0.6955211824165748,315.96588485566804,315.59234604275736,314.16344488120717,0.004548273151545332
89,2020-08-19,12.25695340371678,622624000,503448000.0,621300000.0,12.409960562280004,11.813133403388793,-0.01232938314310908,0.05052234140689556,-0.1896861419604056,316.62894481545266,315.96588485566804,315.59234604275736,0.0011836117624350522
90,2020-08-20,11.936487959422175,921388000,622624000.0,503448000.0,12.25695340371678,12.409960562280004,-0.026145603539410343,-0.01232938314310908,0.2367195817641544,313.1828749622162,316.62894481545266,315.96588485566804,0.002098517566500895
91,2020-08-21,12.162507651881219,999868000,921388000.0,622624000.0,11.936487959422175,12.25695340371678,0.01893519209564763,-0.026145603539410343,0.47984658477668707,315.5735900568674,313.1828749622162,316.62894481545266,-0.010883622327216468
92,2020-08-24,12.84231532663013,490564000,999868000.0,921388000.0,12.162507651881219,11.936487959422175,0.05589370993273438,0.01893519209564763,0.08517584340147691,319.4958976784694,315.5735900568674,313.1828749622162,0.007633607345036338
93,2020-08-25,12.590126197930443,289076000,490564000.0,999868000.0,12.84231532663013,12.162507651881219,-0.01963735683835309,0.05589370993273438,-0.5093712370032845,320.8126365881978,319.4958976784694,315.5735900568674,0.012429137751657963
94,2020-08-26,12.758083793774743,321244000,289076000.0,490564000.0,12.590126197930443,12.84231532663013,0.013340421946835478,-0.01963735683835309,-0.4107272445593236,321.9613050768522,320.8126365881978,319.4958976784694,0.004121301460507315
95,2020-08-27,12.740392863056682,317604000,321244000.0,289076000.0,12.758083793774743,12.590126197930443,-0.001386644813125702,0.013340421946835478,0.11127869487608795,325.4633454666963,321.9613050768522,320.8126365881978,0.0035804963946257924
96,2020-08-28,12.634237491842033,537160000,317604000.0,321244000.0,12.740392863056682,12.758083793774743,-0.00833218978062036,-0.001386644813125702,-0.011330950928266364,326.3317341573701,325.4633454666963,321.9613050768522,0.010877208952200425
97,2020-08-31,13.140352862145061,500840000,537160000.0,317604000.0,12.634237491842033,12.740392863056682,0.04005903566636521,-0.00833218978062036,0.6912885228145741,327.18156052293955,326.3317341573701,325.4633454666963,0.002668161262303015
98,2020-09-01,13.440665585128135,511316000,500840000.0,537160000.0,13.140352862145061,12.634237491842033,0.02285423581342476,0.04005903566636521,-0.06761486335542483,327.0508417988004,327.18156052293955,326.3317341573701,0.0026041793568248256
99,2020-09-02,14.660845707915952,874012000,511316000.0,500840000.0,13.440665585128135,13.140352862145061,0.09078271571148416,0.02285423581342476,0.020916859675744748,331.21596590563496,327.0508417988004,327.18156052293955,-0.00039952961875431425
100,2020-09-03,13.78840152790422,945128000,874012000.0,511316000.0,14.660845707915952,13.440665585128135,-0.059508448379663764,0.09078271571148416,0.709338256577146,332.3365370420301,331.21596590563496,327.0508417988004,0.012735402495606297
101,2020-09-04,12.74645010480063,1463684000,945128000.0,874012000.0,13.78840152790422,14.660845707915952,-0.07556723823243366,-0.059508448379663764,0.08136730388141124,323.2406539071864,332.3365370420301,331.21596590563496,0.003383203866188016
102,2020-09-08,11.70025841605904,795728000,1463684000.0,945128000.0,12.74645010480063,13.78840152790422,-0.08207710226297191,-0.07556723823243366,0.548662191787779,314.4435962871686,323.2406539071864,332.3365370420301,-0.027369494837377287
103,2020-09-09,12.363816098955393,736200000,795728000.0,1463684000.0,11.70025841605904,12.74645010480063,0.05671307925862527,-0.08207710226297191,-0.45635260069796485,315.22805645469094,314.4435962871686,323.2406539071864,-0.02721519559400398
104,2020-09-10,12.95134937614157,698684000,736200000.0,795728000.0,12.363816098955393,11.70025841605904,0.04752038306650459,0.05671307925862527,-0.0748094826372831,319.21573910816505,315.22805645469094,314.4435962871686,0.0024947563785205494
105,2020-09-11,12.449069863720515,636928000,698684000.0,736200000.0,12.95134937614157,12.363816098955393,-0.03878202169005901,0.04752038306650459,-0.05095897853844064,313.6124937712869,319.21573910816505,315.22805645469094,0.012650151443760452
106,2020-09-14,13.042829773704758,1201744000,636928000.0,698684000.0,12.449069863720515,12.95134937614157,0.04769512232513028,-0.03878202169005901,-0.0883890285164681,315.1719642465814,313.6124937712869,319.21573910816505,-0.017553161233630533
107,2020-09-15,13.24125175960164,727556000,1201744000.0,636928000.0,13.042829773704758,12.449069863720515,0.015213108607528902,0.04769512232513028,0.8867815514469454,318.5619953448092,315.1719642465814,313.6124937712869,0.004972603152831714
108,2020-09-16,12.919442534464558,556384000,727556000.0,1201744000.0,13.24125175960164,13.042829773704758,-0.024303534966301697,0.015213108607528902,-0.39458320574098976,318.9262383642859,318.5619953448092,315.1719642465814,0.010756131518016361
109,2020-09-17,12.096849903540244,792512000,556384000.0,727556000.0,12.919442534464558,13.24125175960164,-0.0636709075279312,-0.024303534966301697,-0.23526986238859965,311.5019705873484,318.9262383642859,318.5619953448092,0.0011433975954427615
